Ticker,Revenue_per_Share,Z_score
XOM,76.15404200718454,-0.05824224767698907
HSY,75.60567195308585,-0.060807143683225165
OMC,75.30870201631845,-0.062196163742022526
TXT,73.75803182543447,-0.06944912686402377
AIG,73.37670375702638,-0.07123271594299564
KLAC,73.35710974880382,-0.07132436316745758
TRGP,73.30792404601058,-0.07155441988137796
ERIE,71.64495519505684,-0.07933263849930892
L,71.42368775761365,-0.08036757460197581
LIN,68.99810335231236,-0.09171278156111823
TMUS,67.69381992356773,-0.09781331774536602
GNRC,67.61137134875935,-0.09819895517882042
BIIB,67.49702825317065,-0.09873377313071997
BDX,67.02140544399252,-0.10095840781785813
PCAR,66.99853812216324,-0.1010653653404195
IBM,66.90135190825757,-0.10151993526094072
EL,66.86200928734215,-0.10170395284269339
PEP,66.67031023059573,-0.1026005885020863
EXPD,65.89840428547134,-0.10621103086858923
BWA,64.91998171010516,-0.11078741525940478
CINF,64.05654919583921,-0.11482595564092704
TFX,64.04504809048375,-0.11487974986067526
DOW,63.73733446519214,-0.1163190214669122
DFS,63.16913076726995,-0.1189766855472832
FOXA,62.80379877626933,-0.12068545603477433
GE,62.787235386276045,-0.12076292812232903
META,61.88165137614679,-0.12499862406073953
AON,61.849759092968846,-0.12514779411322774
FICO,61.73122336195118,-0.1257022223151528
DTE,61.54002391258464,-0.12659652115661818
DOV,61.506020759227944,-0.12675556440048635
ROST,61.420361532441284,-0.12715621904426241
KMB,61.265125838106684,-0.12788230430265335
TAP,60.76140377228827,-0.13023836788638457
GL,60.64957837804137,-0.13076140977197961
MMM,60.01370180334701,-0.13373560078533336
MSI,59.80544637375448,-0.13470967571091771
PFG,59.747470772889834,-0.13498084549126113
FOX,59.34264849347438,-0.13687432424697965
VMC,58.9265566669948,-0.1388205141528436
WYNN,58.8501603719187,-0.13917784320585688
ETN,58.69433198380567,-0.13990670067599398
INTU,58.100124156237065,-0.14268599409731314
FDS,57.992250347470836,-0.14319055319789484
ROP,57.62926892974748,-0.14488832932862605
CLX,57.302817072086995,-0.14641524543150836
APD,56.676592567269715,-0.14934429073478073
ETR,56.65559120928324,-0.14944252056848964
RJF,56.40924741760944,-0.15059474652011218
HON,56.38165397635006,-0.15072380956204073
WAB,56.29763220664378,-0.15111680531362442
MTB,56.27511482087483,-0.15122212607721824
HPQ,55.758308006576655,-0.15363939106840688
BR,55.66791574696713,-0.154062183567622
GOOG,55.54643890315429,-0.15463036826191176
JPM,55.03846719713038,-0.1570063087246037
STZ,54.87506610259122,-0.15777058608013317
AMZN,54.663336424891334,-0.158760911136498
ITW,54.544530985438534,-0.15931660084802404
IP,54.453491904726725,-0.15974241872918626
MGM,54.28981325989118,-0.16050799427312226
CZR,54.25451807228916,-0.16067308075996295
PNC,54.20847054014974,-0.1608884592810887
CPAY,54.1200725879625,-0.1613019237889148
ECL,54.104014188571306,-0.16137703387955007
SYK,53.77004113153698,-0.1629391289534427
NSC,53.73055162659123,-0.16312383355714333
TEL,53.46127656432616,-0.16438331613942586
LKQ,53.33897522695799,-0.16495535724456706
NWS,53.1418763001712,-0.16587724976289536
GOOGL,52.60893549562136,-0.16836997840650597
AMGN,52.44329263421286,-0.16914474119764067
NXPI,52.1173166293277,-0.17066943159021314
STE,52.10781532507921,-0.17071387212291336
RTX,51.77983677408696,-0.1722479290417467
ALGN,51.70561900231099,-0.17259506846884912
RCL,51.69688363151997,-0.17263592649435108
WM,50.89120450098097,-0.17640433647367376
WAT,49.791263166049696,-0.1815491016116903
DIS,49.01769375422058,-0.18516732452542695
COP,48.779663345894846,-0.18628066621707143
FFIV,48.42443281578132,-0.18794218905401563
TJX,48.07025836964579,-0.18959877226021749
RSG,47.78669783363989,-0.1909250724126266
SOLV,47.71554572827228,-0.19125787277166995
PARA,47.366501735225434,-0.19289045926517936
BALL,47.00998154369829,-0.19455801424662977
MMC,46.23431132512872,-0.1981860632819392
NDSN,45.969972805890016,-0.19942245612874424
AJG,45.89694047738396,-0.19976405087176716
TYL,45.60315057034576,-0.20113819694995386
LW,45.35547483134406,-0.20229665283035592
F,45.13736749574299,-0.20331680816129105
IFF,44.89965008391177,-0.2044286858717193
IDXX,44.70863080850851,-0.20532214198394488
ADP,44.61305206906353,-0.20576919325024065
ADBE,44.091322126306224,-0.20820948523283522
LUV,43.50406754277688,-0.21095625618555242
NOW,43.48163431929058,-0.21106118329617224
IEX,43.23504354591221,-0.21221456445746192
NKE,43.13959580122134,-0.2126610030208591
VST,43.01710713421156,-0.21323392032455643
MOS,42.983257842027236,-0.2133922439122297
GEHC,42.7952633278003,-0.2142715522827925
EFX,42.47773331612237,-0.21575673815814347
ED,42.360614597598946,-0.21630453855524928
EIX,42.20069566005132,-0.2170525287877057
ALLE,41.99734920204576,-0.21800364293794494
HLT,41.984576257281155,-0.21806338594318336
C,41.49844092843553,-0.22033719092966425
PNW,41.3335827201352,-0.22110828365601626
EOG,40.7703130495955,-0.2237428697673526
STT,40.746917711434236,-0.22385229698527936
WST,40.730492223400496,-0.22392912406280363
SPGI,40.273928456332584,-0.2260646137271131
JCI,40.10843988039915,-0.2268386548774582
QRVO,39.877683664924994,-0.22791797292383953
UNP,39.78345659546536,-0.22835870201239922
CTSH,39.03199522411178,-0.23187351879683032
VRTX,38.23759598918257,-0.23558916922266523
CF,38.10481553844386,-0.23621022437558695
K,38.06810776125688,-0.23638191797993488
SNPS,38.03441743591079,-0.2365394980306381
GPN,37.93559282703101,-0.23700173123017013
DUK,37.63264094384922,-0.23841873069877134
WDC,37.61266733775325,-0.2385121534196562
MPWR,37.33311465999713,-0.23981970758194135
ZBH,37.142971960175615,-0.24070906367960196
MAS,36.927171367734594,-0.24171842966076426
CRM,36.46129707112971,-0.24389746754556252
CBOE,36.04588961274669,-0.24584045645059763
LLY,35.94598758503133,-0.2463077290705863
FMC,35.941555320580605,-0.24632846013951187
HAS,35.8656947758479,-0.24668328332280115
GIS,35.76849309557052,-0.2471379255843168
PG,35.684744208166315,-0.24752964498114421
AEP,35.67296850334511,-0.24758472358735326
OTIS,35.57043186835124,-0.24806431907879728
MCD,35.539066880052644,-0.24821102281037677
JNJ,35.37061355380878,-0.2489989310130415
ACGL,35.33758639021797,-0.24915340925151971
SYF,34.999897263088684,-0.25073288553227113
NTRS,34.171972272952004,-0.2546053462634737
HES,34.113885163295905,-0.25487703760485375
AFL,33.91548220791751,-0.2558050294674143
FI,33.56013915064067,-0.25746707862863466
ES,33.327378783717926,-0.2585557707099545
DHR,33.07604407655207,-0.25973134071385956
MSFT,32.969193853834895,-0.2602311121865436
CPB,32.377291543465404,-0.2629996219922876
AOS,32.34657039711191,-0.2631433142763577
MSCI,32.26844685584886,-0.2635087221929296
AMAT,32.16505624582341,-0.26399231198918943
QCOM,32.15439856373429,-0.26404216125798485
RMD,31.91706177280035,-0.26515225868699177
CMCSA,31.849309418360036,-0.26546915736156046
VZ,31.825600237462393,-0.2655800525188379
WRB,31.77192080497722,-0.26583112779358925
SBUX,31.73850814677348,-0.2659874091093612
KEYS,31.484990740739033,-0.2671731882695997
MS,31.431141439205955,-0.2674250580743209
FSLR,30.998169216686282,-0.2694502028028695
STX,30.969602420460454,-0.2695838185264177
OXY,30.841620575851007,-0.27018242911730606
ABBV,30.751724460780586,-0.2706029009953689
NTAP,30.608008258185173,-0.27127510603521965
TTWO,30.519786607039514,-0.27168774592865613
JKHY,30.384284135199554,-0.2723215328144639
XYL,30.311388349178237,-0.27266248890613964
GDDY,30.30179824622386,-0.27270734477779646
OKE,30.25930186379634,-0.2729061134756003
TSLA,30.146788233024548,-0.2734323744558575
SWKS,29.880537954869894,-0.27467770918920753
PYPL,29.695572296109567,-0.27554285066784817
PAYC,29.37244632513614,-0.2770542105721068
IPG,29.232314477928092,-0.27770965047544205
TROW,29.080522361713104,-0.2784196290560519
BAX,29.034965177956405,-0.27863271406643775
DD,28.90573484413974,-0.2792371642267145
FANG,28.7351987082032,-0.28003481437320454
TPR,28.65869735618276,-0.280392634809974
EA,28.6222558667676,-0.28056308290421916
AME,28.520198177322012,-0.28104043821949964
DECK,28.223450191545663,-0.28242842014500313
WEC,28.11091514497886,-0.282954781293544
AEE,28.109154307533757,-0.2829630172737855
MA,27.55696291481475,-0.28554578686026627
ATO,27.54154864192787,-0.28561788417242084
ODFL,27.373935328032974,-0.2864018633780462
GRMN,27.2269351272776,-0.28708942869094983
MDLZ,26.934092813328334,-0.28845914258376976
NWSA,26.611606263782623,-0.2899675117166433
EMR,26.512237762237763,-0.2904322888700511
MKC,26.417278129123464,-0.2908764443849412
SRE,26.40781181990408,-0.29092072123508844
HAL,26.07299965065035,-0.2924867410958367
ANSS,25.975939102791504,-0.2929407232374681
ESS,25.97572645582915,-0.2929417178529479
AAPL,25.869289854949248,-0.293439554688628
PSA,25.799303327609813,-0.2937669032794592
BKR,25.775977172489014,-0.29387600690695126
CAG,25.249490756853888,-0.2963385463813571
MDT,25.233121483642424,-0.29641511052480596
SBAC,25.222629434636207,-0.2964641850765473
YUM,25.1667177683344,-0.29672570119787384
AKAM,25.156870768053007,-0.2967717586576245
